Entity,Code,Year,Solar generation - TWh,Wind generation - TWh,Hydro generation - TWh,Other renewables (including geothermal and biomass) electricity generation - TWh
Africa,,1965,,0,13.905635,
Africa,,1966,,0,15.510005,
Africa,,1967,,0,16.190636,
Africa,,1968,,0,18.938341,
Africa,,1969,,0,22.100891,
Africa,,1970,,0,27.630428,
Africa,,1971,0,0,26.01339,0.164
Africa,,1972,0,0,29.633196,0.165
Africa,,1973,0,0,31.345707,0.17
Africa,,1974,0,0,35.667076,0.175
Africa,,1975,0,0,37.717968,0.172
Africa,,1976,0,0,41.797634,0.185
Africa,,1977,0,0,45.92877,0.189
Africa,,1978,0,0,46.306942,0.195
Africa,,1979,0,0,49.56523,0.201
Africa,,1980,0,0,48.311787,0.207
Africa,,1981,0,0,50.192905,0.218
Africa,,1982,0,0,50.206238,0.236
Africa,,1983,0,0,45.24716,0.23
Africa,,1984,0,0,44.489975,0.234
Africa,,1985,0,0,49.449684,0.269
Africa,,1986,0,0,51.14537,0.659
Africa,,1987,0,0,49.05646,0.658
Africa,,1988,0,0,53.593452,0.626
Africa,,1989,0,0,56.27621,0.617
Africa,,1990,0,0,57.254658,0.80574995
Africa,,1991,0,0,60.65149,0.8217477
Africa,,1992,0,0,57.86029,0.85394657
Africa,,1993,0,0.002,56.682507,0.94937193
Africa,,1994,0,0.0054,57.59605,0.84669536
Africa,,1995,0,0.0063,59.75028,1.028464
Africa,,1996,0,0.0071,62.29786,1.2678368
Africa,,1997,0,0.0072,63.831898,1.3963903
Africa,,1998,0,0.0076,66.654884,1.724236
Africa,,1999,0,0.0198,70.68426,1.7097834
Africa,,2000,0.012091,0.1755,75.261475,2.2749128
Africa,,2001,0.015221,0.41558,80.87416,2.3482146
Africa,,2002,0.016714714,0.44358402,85.03247,2.3121176
Africa,,2003,0.019765295,0.535599,82.58097,2.6455588
Africa,,2004,0.023881879,0.7682815,87.22529,3.0130265
Africa,,2005,0.028277464,0.7803882,88.84289,3.0694032
Africa,,2006,0.03631621,0.852607,92.05518,3.8381698
Africa,,2007,0.046026807,1.0163264,95.20521,3.1995003
Africa,,2008,0.06478197,1.3119146,96.973595,3.3222678
Africa,,2009,0.08613463,1.5895555,99.566505,3.650495
Africa,,2010,0.20400244,2.2847242,107.685455,3.8558366
Africa,,2011,0.5903406,2.3878222,110.73607,3.9861515
Africa,,2012,0.9536754,2.517554,110.89032,4.306353
Africa,,2013,0.74169177,3.5956278,117.21857,4.625227
Africa,,2014,1.856844,5.0622597,123.89524,5.6359253
Africa,,2015,3.5471861,8.912872,120.74274,7.2260575
Africa,,2016,5.2606897,11.178585,119.06743,7.319344
Africa,,2017,6.898775,13.614108,125.24527,7.5303874
Africa,,2018,8.324818,14.764542,134.10472,8.214826
Africa,,2019,11.015306,19.283367,138.48442,8.299071
Africa,,2020,15.122826,19.111538,147.66562,7.9900856
Africa,,2021,17.333729,22.959595,152.48972,7.999498
Africa,,2022,17.781006,24.339096,156.2567,8.432115
Africa,,2023,19.197226,27.82143,161.64522,9.703743
Africa (EI),,1965,,0,13.905635,
Africa (EI),,1966,,0,15.510004,
Africa (EI),,1967,,0,16.190636,
Africa (EI),,1968,,0,18.938341,
Africa (EI),,1969,,0,22.10089,
Africa (EI),,1970,,0,27.63043,
Africa (EI),,1971,0,0,26.013391,0.164
Africa (EI),,1972,0,0,29.633196,0.165
Africa (EI),,1973,0,0,31.345707,0.17
Africa (EI),,1974,0,0,35.667076,0.175
Africa (EI),,1975,0,0,37.71797,0.172
Africa (EI),,1976,0,0,41.797634,0.185
Africa (EI),,1977,0,0,45.92877,0.189
Africa (EI),,1978,0,0,46.30694,0.195
Africa (EI),,1979,0,0,49.56523,0.201
Africa (EI),,1980,0,0,48.311783,0.207
Africa (EI),,1981,0,0,50.192905,0.218
Africa (EI),,1982,0,0,50.206238,0.236
Africa (EI),,1983,0,0,45.24716,0.23
Africa (EI),,1984,0,0,44.489975,0.234
Africa (EI),,1985,0,0,49.449684,0.269
Africa (EI),,1986,0,0,51.145374,0.659
Africa (EI),,1987,0,0,49.05646,0.658
Africa (EI),,1988,0,0,53.593456,0.626
Africa (EI),,1989,0,0,56.276215,0.617
Africa (EI),,1990,0,0,57.254658,0.80574995
Africa (EI),,1991,0,0,60.65149,0.8217477
Africa (EI),,1992,0,0,57.86029,0.85394657
Africa (EI),,1993,0,0.002,56.682507,0.94937193
Africa (EI),,1994,0,0.0054,57.59605,0.84669536
Africa (EI),,1995,0,0.0063,59.75028,1.028464
Africa (EI),,1996,0,0.0071,62.29786,1.2678369
Africa (EI),,1997,0,0.0072,63.831898,1.3963903
Africa (EI),,1998,0,0.0076,66.654884,1.724236
Africa (EI),,1999,0,0.0198,70.68426,1.7097833
Africa (EI),,2000,0.012091,0.1755,75.261475,2.2749128
Africa (EI),,2001,0.015221,0.41558,80.87417,2.3482146
Africa (EI),,2002,0.016714713,0.443584,85.03247,2.3121176
Africa (EI),,2003,0.019765295,0.535599,82.58096,2.6455586
Africa (EI),,2004,0.02388188,0.7682815,87.225296,3.0130265
Africa (EI),,2005,0.028277464,0.7803882,88.84289,3.0694032
Africa (EI),,2006,0.03631621,0.852607,92.055176,3.8381698
Africa (EI),,2007,0.046026807,1.0163264,95.20521,3.1995003
Africa (EI),,2008,0.06478197,1.3119144,96.973595,3.3222678
Africa (EI),,2009,0.08613463,1.5895555,99.5665,3.6504948
Africa (EI),,2010,0.20400244,2.2847242,107.685455,3.8558366
Africa (EI),,2011,0.5903406,2.3878222,110.73607,3.9861517
Africa (EI),,2012,0.9536753,2.517554,110.89032,4.306353
Africa (EI),,2013,0.74169177,3.5956278,117.21857,4.625227
Africa (EI),,2014,1.856844,5.062259,123.89524,5.6359253
Africa (EI),,2015,3.5471861,8.912872,120.74273,7.2260575
Africa (EI),,2016,5.2606897,11.178585,119.06743,7.319344
Africa (EI),,2017,6.898775,13.614108,125.24527,7.5303874
Africa (EI),,2018,8.324819,14.764542,134.10474,8.214826
Africa (EI),,2019,11.015306,19.283367,138.48442,8.299071
Africa (EI),,2020,15.122826,19.111538,147.66562,7.9900856
Africa (EI),,2021,17.333729,22.959595,152.48972,7.9994984
Africa (EI),,2022,17.781008,24.339098,156.2567,8.432114
Africa (EI),,2023,19.197226,27.82143,161.64522,9.703742
Algeria,DZA,1965,,,0.4,
Algeria,DZA,1966,,,0.355,
Algeria,DZA,1967,,,0.41,
Algeria,DZA,1968,,,0.563,
Algeria,DZA,1969,,,0.361,
Algeria,DZA,1970,,,0.58,
Algeria,DZA,1971,,,0.33,
Algeria,DZA,1972,,,0.495,
Algeria,DZA,1973,,,0.752,
Algeria,DZA,1974,,,0.497,
Algeria,DZA,1975,,,0.328,
Algeria,DZA,1976,,,0.389,
Algeria,DZA,1977,,,0.269,
Algeria,DZA,1978,,,0.25,
Algeria,DZA,1979,,,0.291,
Algeria,DZA,1980,,,0.257,
Algeria,DZA,1981,,,0.366,
Algeria,DZA,1982,,,0.479,
Algeria,DZA,1983,,,0.235,
Algeria,DZA,1984,,,0.452,
Algeria,DZA,1985,,,0.646,
Algeria,DZA,1986,,,0.25,
Algeria,DZA,1987,,,0.499,
Algeria,DZA,1988,,,0.183,
Algeria,DZA,1989,,,0.226,
Algeria,DZA,1990,0,0,0.135,0
Algeria,DZA,1991,0,0,0.293,0
Algeria,DZA,1992,0,0,0.199,0
Algeria,DZA,1993,0,0,0.353,0
Algeria,DZA,1994,0,0,0.166,0
Algeria,DZA,1995,0,0,0.193,0
Algeria,DZA,1996,0,0,0.135,0
Algeria,DZA,1997,0,0,0.075,0
Algeria,DZA,1998,0,0,0.215,0
Algeria,DZA,1999,0,0,0.203,0
Algeria,DZA,2000,0,0,0.054,0
Algeria,DZA,2001,0,0,0.069,0
Algeria,DZA,2002,0,0,0.057,0
Algeria,DZA,2003,0,0,0.265,0
Algeria,DZA,2004,0,0,0.251,0
Algeria,DZA,2005,0,0,0.5553,0
Algeria,DZA,2006,0,0,0.2176,0
Algeria,DZA,2007,0,0,0.226,0
Algeria,DZA,2008,0,0,0.283,0
Algeria,DZA,2009,0,0,0.342,0
Algeria,DZA,2010,0.0091,0,0.173,0
Algeria,DZA,2011,0.01811875,0,0.378,0
Algeria,DZA,2012,0.026723014,0,0.389,0
Algeria,DZA,2013,0.0286,0,0.099,0
Algeria,DZA,2014,0.06,0.001,0.193,0
Algeria,DZA,2015,0.058,0.019,0.145,0
Algeria,DZA,2016,0.245,0.019052055,0.072,0
Algeria,DZA,2017,0.504,0.019,0.056,0
Algeria,DZA,2018,0.603,0.01,0.117,0
Algeria,DZA,2019,0.615,0.01,0.152,0
Algeria,DZA,2020,0.685,0.0077,0.0496,0
Algeria,DZA,2021,0.664,0.0105,0.0093,0
Algeria,DZA,2022,0.649,0.016,0.016,0
Algeria,DZA,2023,0.649,0.016,0.06878,0
Argentina,ARG,1965,,,1.2251163,0
Argentina,ARG,1966,,,1.2409302,0
Argentina,ARG,1967,,,1.2706977,0
Argentina,ARG,1968,,,1.4976745,0
Argentina,ARG,1969,,,1.3432558,0
Argentina,ARG,1970,,,1.5571272,0.05624185
Argentina,ARG,1971,,,1.5461483,0.05899074
Argentina,ARG,1972,,,1.5026463,0.07602739
Argentina,ARG,1973,,,2.9974296,0.05997025
Argentina,ARG,1974,,,4.994663,0.06100323
Argentina,ARG,1975,,,5.1947746,0.063990325
Argentina,ARG,1976,,,5.014902,0.060962547
Argentina,ARG,1977,,,5.7667804,0.064003065
Argentina,ARG,1978,,,7.7466183,0.06397281
Argentina,ARG,1979,,,10.656913,0.09498376
Argentina,ARG,1980,,,15.140881,0.09901763
Argentina,ARG,1981,,,14.684794,0.08701801
Argentina,ARG,1982,,,17.592196,0.1149734
Argentina,ARG,1983,,,18.41851,0.15497561
Argentina,ARG,1984,,,19.877867,0.11498845
Argentina,ARG,1985,,,20.653124,0.12000641
Argentina,ARG,1986,,,21.030247,0.123990245
Argentina,ARG,1987,,,21.912518,0.10598629
Argentina,ARG,1988,,,15.259144,0.12296129
Argentina,ARG,1989,,,13.187393,0.10600155
Argentina,ARG,1990,0,0,17.713175,0.13302182
Argentina,ARG,1991,0,0,15.869253,0.1310081
Argentina,ARG,1992,0,0,19.16509,0.12998593
Argentina,ARG,1993,0,0,23.768307,0.09599508
Argentina,ARG,1994,0,0,27.286676,0.099004395
Argentina,ARG,1995,0,0,26.503681,0.119016126
Argentina,ARG,1996,0,0.009618,22.471685,0.22302064
Argentina,ARG,1997,0,0.014592,27.924665,0.17875852
Argentina,ARG,1998,0.000017,0.032541,26.475504,0.20689325
Argentina,ARG,1999,0.000026,0.034781,21.396791,0.26199996
Argentina,ARG,2000,0.000036,0.034758,28.575241,0.3860283
Argentina,ARG,2001,0.000043,0.049361,36.580173,0.36299825
Argentina,ARG,2002,0.000047,0.073405,35.778835,0.5299802
Argentina,ARG,2003,0.000065,0.077954,33.800575,0.88059855
Argentina,ARG,2004,0.00007,0.072446,30.462402,0.86751235
Argentina,ARG,2005,0.000081,0.07171966,34.216137,0.9164998
Argentina,ARG,2006,0.00009,0.06964,38.015213,1.046309
Argentina,ARG,2007,0.0001089,0.061593,31.22015,1.0708514
Argentina,ARG,2008,0.0001437,0.04195108,31.199696,1.2059801
Argentina,ARG,2009,0.000076084,0.036831528,34.618187,1.1889358
Argentina,ARG,2010,0.00008589,0.025351606,33.35991,1.3773632
Argentina,ARG,2011,0.001614,0.02659055,31.18693,1.3895167
Argentina,ARG,2012,0.008172967,0.369862,29.1644,1.4531035
Argentina,ARG,2013,0.015074079,0.45335487,32.771378,1.5269085
Argentina,ARG,2014,0.015944,0.619491,32.416695,1.482826
Argentina,ARG,2015,0.014683,0.593335,32.33747,1.4873712
Argentina,ARG,2016,0.014273,0.547359,29.752789,1.17702
Argentina,ARG,2017,0.016417,0.611567,31.594284,1.4616984
Argentina,ARG,2018,0.10813,1.412743,32.278667,1.4172236
Argentina,ARG,2019,0.79969794,4.9959664,27.504503,1.4756514
Argentina,ARG,2020,1.344358,9.410639,23.6697,2.1995268
Argentina,ARG,2021,2.202619,12.93755,19.648005,2.2536683
Argentina,ARG,2022,2.940079,14.164993,22.76959,2.3528001
Argentina,ARG,2023,3.2725823,14.475426,29.898193,2.275717
Asia,,1965,0,0,142.90587,0.1
Asia,,1966,0,0,149.04556,0.122
Asia,,1967,0,0,139.2507,0.173
Asia,,1968,0,0,154.78128,0.179
Asia,,1969,0,0,160.68423,0.178
Asia,,1970,0,0,164.48134,0.40870398
Asia,,1971,0,0,179.92075,0.39761102
Asia,,1972,0,0,186.07146,0.42359102
Asia,,1973,0,0,172.98293,0.450998
Asia,,1974,0,0,197.01353,0.514547
Asia,,1975,0,0,212.23686,0.598507
Asia,,1976,0,0,218.30035,0.528553
Asia,,1977,0,0,214.44467,0.752774
Asia,,1978,0,0,225.85852,0.967644
Asia,,1979,0,0,244.19711,1.881672
Asia,,1980,0,0,261.64688,3.27229
Asia,,1981,0,0,279.014,5.158717
Asia,,1982,0,0,276.3654,13.786909
Asia,,1983,0,0,289.0298,15.969758
Asia,,1984,0,0,289.70355,17.504143
Asia,,1985,0,0,343.2243,18.657616
Asia,,1986,0,0,345.8456,19.513792
Asia,,1987,0,0,358.31586,19.845085
Asia,,1988,0,0,411.7108,21.403158
Asia,,1989,0,0,421.20438,23.120253
Asia,,1990,0.004,0.033323232,444.1334,18.888405
Asia,,1991,0.004,0.12300091,449.0279,19.281645
Asia,,1992,0.015500001,0.22078313,452.2898,19.539099
Asia,,1993,0.028500002,0.3098508,502.6904,19.352427
Asia,,1994,0.036,0.578078,498.7056,22.948118
Asia,,1995,0.049510103,1.1145912,538.362,27.582012
Asia,,1996,0.0725606,0.9768788,534.7571,28.024805
Asia,,1997,0.116365455,1.1958565,532.8737,31.625063
Asia,,1998,0.16731885,1.4579804,564.6518,33.70797
Asia,,1999,0.24566661,2.029756,550.01306,36.991817
Asia,,2000,0.38029945,2.382639,566.6277,40.61024
Asia,,2001,0.55250144,3.2005217,611.57947,41.537464
Asia,,2002,0.76870644,3.4702802,633.4446,42.891956
Asia,,2003,1.0510256,4.594285,658.22363,44.807827
Asia,,2004,1.388442,8.149257,775.40753,47.384613
Asia,,2005,1.7651725,10.250758,803.4804,53.099403
Asia,,2006,2.1887698,16.057991,884.37445,57.124863
Asia,,2007,2.624455,21.330153,928.3072,63.547997
Asia,,2008,3.1834676,32.62152,1053.3516,71.54572
Asia,,2009,4.120699,50.67609,1023.2992,80.50856
Asia,,2010,5.8576574,77.96545,1178.6075,89.76527
Asia,,2011,10.410579,110.11337,1193.2864,96.46525
Asia,,2012,15.640919,144.08292,1350.7817,105.52838
Asia,,2013,29.293392,184.99382,1458.9414,117.83769
Asia,,2014,59.402184,211.08124,1592.8438,136.31035
Asia,,2015,91.545715,240.88101,1658.3286,159.34036
Asia,,2016,138.24332,312.25186,1723.2699,162.0673
Asia,,2017,217.589,391.33273,1766.862,186.0146
Asia,,2018,309.9267,466.63586,1808.2476,225.19824
Asia,,2019,392.11267,514.8806,1934.449,254.44182
Asia,,2020,470.76846,578.76764,1984.1299,285.82578
Asia,,2021,586.7445,788.45575,1947.7103,332.69537
Asia,,2022,739.9404,910.75684,1999.2568,365.79623
Asia,,2023,941.9896,1053.1217,1889.7242,388.48392
Asia Pacific (EI),,1965,0,0,156.08955,1.644
Asia Pacific (EI),,1966,0,0,162.31183,1.643
Asia Pacific (EI),,1967,0,0,152.86674,1.424
Asia Pacific (EI),,1968,0,0,168.24911,1.577
Asia Pacific (EI),,1969,0,0,174.1638,1.608
Asia Pacific (EI),,1970,0,0,180.71,1.776704
Asia Pacific (EI),,1971,0,0,199.45708,1.754611
Asia Pacific (EI),,1972,0,0,205.11601,1.785591
Asia Pacific (EI),,1973,0,0,194.01163,1.834998
Asia Pacific (EI),,1974,0,0,217.9046,2.8156047
Asia Pacific (EI),,1975,0,0,232.44424,2.9736698
Asia Pacific (EI),,1976,0,0,233.25337,2.9064
Asia Pacific (EI),,1977,0,0,227.03831,2.941779
Asia Pacific (EI),,1978,0,0,237.0464,3.2368069
Asia Pacific (EI),,1979,0,0,256.98187,4.032256
Asia Pacific (EI),,1980,0,0,273.4472,5.492769
Asia Pacific (EI),,1981,0,0,289.72968,7.3913007
Asia Pacific (EI),,1982,0,0,282.66718,16.27123
Asia Pacific (EI),,1983,0,0,299.34137,18.387142
Asia Pacific (EI),,1984,0,0,299.4067,20.061474
Asia Pacific (EI),,1985,0,0,320.0436,21.117823
Asia Pacific (EI),,1986,0,0,328.1671,22.013226
Asia Pacific (EI),,1987,0,0,326.8953,22.335085
Asia Pacific (EI),,1988,0,0,361.78326,24.15304
Asia Pacific (EI),,1989,0,0,388.04254,26.445786
Asia Pacific (EI),,1990,0.004,0.032323234,399.28433,22.520748
Asia Pacific (EI),,1991,0.00945,0.12200091,410.53708,23.003275
Asia Pacific (EI),,1992,0.0276,0.22047403,401.5394,23.161722
Asia Pacific (EI),,1993,0.0431,0.31183666,440.30167,23.106512
Asia Pacific (EI),,1994,0.0534,0.58358806,443.17203,26.589262
Asia Pacific (EI),,1995,0.0706601,1.1216013,483.29416,31.123774
Asia Pacific (EI),,1996,0.09816061,0.99120504,473.24393,31.663656
Asia Pacific (EI),,1997,0.14701545,1.21395,475.94223,35.291695
Asia Pacific (EI),,1998,0.20291886,1.4895501,506.51654,37.770878
Asia Pacific (EI),,1999,0.2862666,2.0532491,500.08252,41.467632
Asia Pacific (EI),,2000,0.42704943,2.563947,521.60126,44.996128
Asia Pacific (EI),,2001,0.6066514,3.5174093,570.3791,45.58612
Asia Pacific (EI),,2002,0.8270064,4.0670133,578.78424,47.286156
Asia Pacific (EI),,2003,1.1142256,5.3408756,594.22736,49.60266
Asia Pacific (EI),,2004,1.461392,9.186693,699.0907,53.419365
Asia Pacific (EI),,2005,1.8492225,12.019194,727.92053,60.644547
Asia Pacific (EI),,2006,2.2861698,18.569807,801.7032,64.97507
Asia Pacific (EI),,2007,2.7415109,24.603132,852.1108,71.81642
Asia Pacific (EI),,2008,3.3226142,36.07993,997.7059,79.814125
Asia Pacific (EI),,2009,4.380261,54.84803,968.00934,88.13984
Asia Pacific (EI),,2010,6.738743,81.48429,1097.5852,97.734215
Asia Pacific (EI),,2011,12.229103,113.551254,1117.724,104.826904
Asia Pacific (EI),,2012,17.620451,147.72421,1261.9316,114.2075
Asia Pacific (EI),,2013,32.450897,188.47281,1369.9811,126.29018
Asia Pacific (EI),,2014,63.033257,214.27348,1523.4286,144.45935
Asia Pacific (EI),,2015,95.68875,243.00316,1565.7106,166.99585
Asia Pacific (EI),,2016,141.7048,311.2271,1628.3182,167.81378
Asia Pacific (EI),,2017,219.68683,387.54724,1671.8998,189.90956
Asia Pacific (EI),,2018,308.44467,463.01727,1725.7203,227.19524
Asia Pacific (EI),,2019,389.76877,512.3244,1790.9338,254.0074
Asia Pacific (EI),,2020,468.00488,574.9897,1865.656,283.3288
Asia Pacific (EI),,2021,583.2158,781.60834,1863.4478,327.5385
Asia Pacific (EI),,2022,734.5638,901.4005,1907.0685,358.5386
Asia Pacific (EI),,2023,927.74695,1045.1643,1788.2231,380.60092
Australia,AUS,1965,,,7.689756,0.296
Australia,AUS,1966,,,7.3450427,0.284
Australia,AUS,1967,,,7.6057873,0.29
Australia,AUS,1968,,,7.9505005,0.282
Australia,AUS,1969,,,8.684121,0.281
Australia,AUS,1970,,,10.170687,0.261
Australia,AUS,1971,,,11.507442,0.263
Australia,AUS,1972,,,11.553314,0.28
Australia,AUS,1973,,,12.285839,0.338
Australia,AUS,1974,,,13.87392,0.429
Australia,AUS,1975,,,14.887801,0.489
Australia,AUS,1976,,,14.153859,0.484
Australia,AUS,1977,,,13.54395,0.429
Australia,AUS,1978,,,14.675349,0.405
Australia,AUS,1979,,,14.246056,0.418
Australia,AUS,1980,,,13.466598,0.385
Australia,AUS,1981,,,13.8663435,0.404
Australia,AUS,1982,,,12.770334,0.516
Australia,AUS,1983,,,12.123648,0.431
Australia,AUS,1984,,,13.125949,0.441
Australia,AUS,1985,,,13.940511,0.456
Australia,AUS,1986,,,14.025799,0.46
Australia,AUS,1987,,,13.613796,0.47
Australia,AUS,1988,,,14.334444,0.731
Australia,AUS,1989,,,14.253669,0.81
Australia,AUS,1990,0,0,14.7595,0.7595
Australia,AUS,1991,0.00545,0,15.6535,0.7195
Australia,AUS,1992,0.0121,0,15.9415,0.67
Australia,AUS,1993,0.0146,0.002,16.387,0.67
Australia,AUS,1994,0.0174,0.0055,16.15,0.6965
Australia,AUS,1995,0.02115,0.007,15.631,0.8255
Australia,AUS,1996,0.0256,0.007,15.9685,0.9465
Australia,AUS,1997,0.03065,0.0075,15.9525,0.997
Australia,AUS,1998,0.0356,0.018,15.798,1.081
Australia,AUS,1999,0.0406,0.043,16.2815,1.1335
Australia,AUS,2000,0.04675,0.134,16.4665,0.8895
Australia,AUS,2001,0.05415,0.287,16.1235,0.7975
Australia,AUS,2002,0.0583,0.53355,16.095,1.2668
Australia,AUS,2003,0.0632,0.70405,16.21055,1.6918
Australia,AUS,2004,0.07295,0.795,15.68665,2.81525
Australia,AUS,2005,0.08405,1.29905,15.4657,3.871
Australia,AUS,2006,0.0975,2.1621,14.9451,3.9325
Australia,AUS,2007,0.11375,2.8521,13.04895,4.275
Australia,AUS,2008,0.1392,3.45845,11.81515,3.6961
Australia,AUS,2009,0.29024202,4.43775,12.64205,2.7868
Australia,AUS,2010,0.97764826,4.985,13.746,2.44155
Australia,AUS,2011,2.0445466,6.432,19.572,2.57395
Australia,AUS,2012,2.412,7.725,17.036,3.09785
Australia,AUS,2013,3.8474,9.259,19.089,3.33165
Australia,AUS,2014,4.952,9.777,14.484,3.546362
Australia,AUS,2015,6.195524,11.833002,14.086569,3.678062
Australia,AUS,2016,7.4397755,13.039705,17.629421,3.627513
Australia,AUS,2017,8.917557,13.210791,13.499718,3.561684
Australia,AUS,2018,12.332082,16.261955,17.311361,3.588149
Australia,AUS,2019,18.296576,19.471687,14.020806,3.4677262
Australia,AUS,2020,23.844542,22.606892,14.420956,3.4104242
Australia,AUS,2021,31.193808,26.795876,15.942685,3.344045
Australia,AUS,2022,37.544098,30.0503,16.660759,3.186586
Australia,AUS,2023,44.994347,31.867912,15.261166,3.125683
Austria,AUT,1965,,,16.083,
Austria,AUT,1966,,,17.331,
Austria,AUT,1967,,,17.698,
Austria,AUT,1968,,,18.185,
Austria,AUT,1969,,,16.718,
Austria,AUT,1970,,,21.2897,
Austria,AUT,1971,,,16.8201,
Austria,AUT,1972,,,17.2876,
Austria,AUT,1973,,,19.2092,
Austria,AUT,1974,,,22.7122,
Austria,AUT,1975,,,23.7952,
Austria,AUT,1976,,,20.5656,
Austria,AUT,1977,,,24.9208,
Austria,AUT,1978,,,24.9408,
Austria,AUT,1979,,,28.0968,
Austria,AUT,1980,,,29.1099,
Austria,AUT,1981,,,30.8473,
Austria,AUT,1982,,,30.8963,
Austria,AUT,1983,,,30.6063,
Austria,AUT,1984,,,26.849564,
Austria,AUT,1985,,,30.775146,0.943327
Austria,AUT,1986,,,30.903927,1.287501
Austria,AUT,1987,,,35.387993,0.905816
Austria,AUT,1988,,,35.30409,1.04696
Austria,AUT,1989,,,35.08243,1.10445
Austria,AUT,1990,0,0,31.509,1.142485
Austria,AUT,1991,0,0,31.4434,1.225832
Austria,AUT,1992,0,0,34.8484,1.329164
Austria,AUT,1993,0.001,0,36.705555,1.361111
Austria,AUT,1994,0.001,0,35.7075,1.210555
Austria,AUT,1995,0.001,0.001,37.067223,1.857221
Austria,AUT,1996,0.001,0.005,34.21611,1.589444
Austria,AUT,1997,0.002,0.02,36.105278,1.711389
Austria,AUT,1998,0.002,0.045,37.163334,1.842777
Austria,AUT,1999,0.002,0.051,40.69912,1.5969118
Austria,AUT,2000,0.003,0.067,41.83565,1.5282793
Austria,AUT,2001,0.005,0.172,40.455482,1.667812
Austria,AUT,2002,0.009,0.203,40.227,1.520444
Austria,AUT,2003,0.015,0.366,33.214993,1.711921
Austria,AUT,2004,0.018,0.924,36.762283,2.05973
Austria,AUT,2005,0.021018375,1.3312768,37.09514,2.4401429
Austria,AUT,2006,0.022386875,1.752793,35.656086,3.2547655
Austria,AUT,2007,0.024238374,2.037185,37.05445,4.0791254
Austria,AUT,2008,0.03011991,2.0112574,38.32949,4.177986
Austria,AUT,2009,0.04891428,1.9540402,40.896305,4.2947526
Austria,AUT,2010,0.08881314,2.0639138,38.36342,4.500126
Austria,AUT,2011,0.17406996,1.9362364,34.23717,4.572212
Austria,AUT,2012,0.33748305,2.462029,43.8477,4.691266
Austria,AUT,2013,0.625974,3.1532316,42.01672,4.7102733
Austria,AUT,2014,0.785246,3.845768,41.007236,4.5615125
Austria,AUT,2015,0.937098,4.840343,37.156864,4.66263
Austria,AUT,2016,1.096016,5.2348385,39.971336,4.7955213
Austria,AUT,2017,1.268971,6.5715113,38.29375,4.933439
Austria,AUT,2018,1.455132,6.0304294,37.63791,4.9433427
Austria,AUT,2019,1.702093,7.4500766,40.82597,4.6682663
Austria,AUT,2020,2.042934,6.7915306,41.99803,4.6011376
Austria,AUT,2021,2.7826018,6.7400417,38.75133,4.4915257
Austria,AUT,2022,3.7917044,7.245134,33.97806,4.7004566
Austria,AUT,2023,5.1640363,8.0375595,38.855656,4.558223
Azerbaijan,AZE,1985,,,1.3125618,
Azerbaijan,AZE,1986,,,0.8043308,
Azerbaijan,AZE,1987,,,0.8043308,
Azerbaijan,AZE,1988,,,0.6982652,
Azerbaijan,AZE,1989,,,0.6982652,
Azerbaijan,AZE,1990,0,0,1.658,0
Azerbaijan,AZE,1991,0,0,1.7593,0
Azerbaijan,AZE,1992,0,0,1.7473,0
Azerbaijan,AZE,1993,0,0,2.426,0
Azerbaijan,AZE,1994,0,0,1.83,0
Azerbaijan,AZE,1995,0,0,1.556,0
Azerbaijan,AZE,1996,0,0,1.537,0
Azerbaijan,AZE,1997,0,0,1.712,0
Azerbaijan,AZE,1998,0,0,1.951,0
Azerbaijan,AZE,1999,0,0,1.506,0
Azerbaijan,AZE,2000,0,0,1.534,0
Azerbaijan,AZE,2001,0,0,1.301,0
Azerbaijan,AZE,2002,0,0,2.02,0
Azerbaijan,AZE,2003,0,0,2.47,0
Azerbaijan,AZE,2004,0,0,2.755,0
Azerbaijan,AZE,2005,0,0,3.0094,0
Azerbaijan,AZE,2006,0,0,2.518,0
Azerbaijan,AZE,2007,0,0,2.364,0
Azerbaijan,AZE,2008,0,0,2.232,0
Azerbaijan,AZE,2009,0,0.0021,2.3084,0
Azerbaijan,AZE,2010,0,0.0005,3.4463,0
Azerbaijan,AZE,2011,0,0,2.6758,0
Azerbaijan,AZE,2012,0,0,1.821,0
Azerbaijan,AZE,2013,0.0008,0.0008,1.4891,0.067
Azerbaijan,AZE,2014,0.0029,0.0023,1.2997,0.087
Azerbaijan,AZE,2015,0.0046,0.0046,1.6375,0.0909
Azerbaijan,AZE,2016,0.0353,0.0228,1.9593,0.08725
Azerbaijan,AZE,2017,0.0372,0.0221,1.7464,0.08515
Azerbaijan,AZE,2018,0.03926,0.0827,1.768,0.0811
Azerbaijan,AZE,2019,0.0442,0.1054,1.5648,0.09795
Azerbaijan,AZE,2020,0.047,0.0961,1.0695,0.1003
Azerbaijan,AZE,2021,0.0552,0.0914,1.2773,0.0966
Azerbaijan,AZE,2022,0.0609,0.0833,1.5957,0.10265
Azerbaijan,AZE,2023,0.0794,0.0566,1.7634,0.1115
Bangladesh,BGD,1971,,,0.175,
Bangladesh,BGD,1972,0,0,0.175,0
Bangladesh,BGD,1973,0,0,0.331,0
Bangladesh,BGD,1974,0,0,0.243,0
Bangladesh,BGD,1975,0,0,0.436,0
Bangladesh,BGD,1976,0,0,0.494,0
Bangladesh,BGD,1977,0,0,0.437,0
